symbol,HotScore,TrendScore,regularMarketPrice,regularMarketChangePercent,VolumeSpike,averageDailyVolume3Month,MomentumScore,VolumeScore,VolatilityScore,marketCap
GEV,0.7479166666666666,0.9583333333333334,1104.96,5.7205925,0.6082744175797288,2713762.0,0.7678571428571429,0.5357142857142857,0.9791666666666666,296924839936.0
CAMT,0.7485119047619048,0.949404761904762,159.505,3.7633383,1.123077924190662,461025.0,0.5446428571428571,0.8958333333333334,0.7470238095238095,7441948672.0
ABCL,0.7504464285714285,0.2470238095238095,8.085,9.552844,1.5898775428045386,7173772.0,0.9047619047619048,0.9613095238095238,0.3630952380952381,2468960000.0
ONTO,0.7553571428571428,0.9404761904761904,344.18,6.254624,0.637211761257363,1146272.0,0.7886904761904762,0.5803571428571429,0.9107142857142856,17120741376.0
FORM,0.7672619047619048,0.8422619047619048,145.6,11.36607,0.6061783768967979,1973787.0,0.9285714285714286,0.5297619047619048,0.8630952380952381,11350214656.0
UCTT,0.7717261904761904,0.8779761904761905,129.195,8.731701,0.6385384382958519,1158350.0,0.8958333333333334,0.5922619047619048,0.8154761904761905,5791599104.0
NTES,0.7723214285714286,0.9017857142857144,129.225,4.4580126,0.9632375543746282,904374.0,0.6755952380952381,0.8482142857142857,0.7440476190476191,82796462080.0
TER,0.7735119047619048,0.8809523809523809,465.95,6.6588902,0.658746501077829,4164854.0,0.8035714285714286,0.6190476190476191,0.9375,72940822528.0
PRAX,0.7738095238095237,0.9791666666666666,345.5,5.402847,0.7056897408824049,486806.0,0.75,0.6726190476190477,0.8898809523809523,9632116736.0
PBF,0.7766369047619047,0.6041666666666666,47.12,9.301782,0.7895892273089421,3007308.0,0.9017857142857144,0.75,0.6904761904761905,5574694400.0
AIP,0.7858630952380952,0.8005952380952381,46.65,7.761609,0.8613552522510551,948222.0,0.8511904761904762,0.7946428571428571,0.6488095238095238,2153923072.0
MTZ,0.7864583333333334,0.9553571428571428,424.13,7.0359635,0.6472066309573534,1060601.0,0.8333333333333334,0.6101190476190477,0.9285714285714286,33514141696.0
PTRN,0.7998511904761905,0.6190476190476191,24.645,7.6200914,1.5673029415338091,1481540.0,0.8452380952380952,0.9553571428571428,0.5386904761904762,4891267072.0
PANW,0.8026785714285714,0.7648809523809523,329.5251,8.325139,0.7050028984399694,8269966.0,0.8779761904761905,0.6696428571428571,0.9226190476190476,268562939904.0
ALAB,0.8041666666666666,0.8392857142857143,451.365,15.220555,0.6007182441713377,6186754.0,0.9791666666666666,0.5208333333333334,0.9761904761904762,77367541760.0
KLAC,0.8068452380952381,0.6845238095238095,277.39,11.562908,0.6785308859994367,11097682.0,0.9315476190476192,0.6458333333333334,0.9315476190476192,362347692032.0
MXL,0.8098214285714285,0.6577380952380952,107.25,11.024846,0.7827882968176089,4877716.0,0.9196428571428572,0.7351190476190477,0.8244047619047619,9603804160.0
FIX,0.8104166666666667,1.0,1964.065,5.923481,0.7139806346295758,447190.0,0.7738095238095238,0.6845238095238095,1.0,69103599616.0
