ticker,price,ma50,mean_ret_fwd_1d,mean_ret_fwd_5d,mean_ret_fwd_20d,appearances,appearances_persistent,avg_HotScore,rule_score
ARM,121.3936996459961,118.55807373046876,9.451662713321852,0.0,,2,13.0,0.8742986113460715,4
CLS,309.0,308.93260009765623,4.784829818121916,0.0,,2,12.0,0.8383081545237047,3
EHC,112.36000061035156,105.02512344360352,12.856572283687196,0.0,,2,0.0,0.0,2
ENSG,197.9600067138672,177.90128814697266,0.4057633581346698,0.0,,1,11.0,0.9321506300497966,4
FORM,91.33000183105467,64.83979988098145,8.692024176456137,0.0,,2,12.0,0.9202480355703818,4
IDCC,364.6600036621094,333.17548828125,5.683239114011118,0.0,,2,12.0,0.8619094456844502,3
ITT,204.25,180.53535858154297,1.0888378693459488,0.0,,1,11.0,0.9201587863137928,4
LBTYB,21.25,11.220200023651124,76.64173293170668,0.0,,2,0.0,0.0,2
MCK,943.7575073242188,831.825751953125,-1.466118255138804,0.0,,1,11.0,0.9562556864395346,4
NVST,28.049999237060547,22.6585998916626,13.638207058255423,0.0,,2,0.0,0.0,2
PAHC,55.40779876708984,40.40975601196289,10.815597534179688,0.0,,2,0.0,0.0,2
RRX,204.32249450683597,152.81048797607423,2.161247253417975,0.0,,1,11.0,0.9677514083813578,4
SITM,404.3150024414063,354.82509765625,-1.4562884737812087,0.0,,1,11.0,0.9718597027184795,4
TSEM,136.57000732421875,122.38439987182618,5.802607210191479,0.0,,2,12.0,0.8659756210575549,3
